93,81,94,97,88
96,79,92,92,93
93,77,91,91,93
94,75,88,91,88
92,76,84,89,87
86,74,85,91,84
85,71,88,87,79
85,70,87,86,77
85,72,88,84,77
88,72,83,81,83
87,77,90,83,83
89,78,94,88,91
97,92,90,90,92
109,99,102,91,106
115,105,109,116,115
121,110,113,118,122
117,109,111,115,122
115,98,98,111,99
128,106,116,89,127
145,123,138,80,159
216,167,189,175,272
275,195,193,399,219
265,191,193,352,296
194,170,171,220,164
197,189,188,194,141
162,160,165,188,128
188,169,147,296,136
202,181,155,412,156
280,256,273,500,202
232,233,238,395,187
199,192,182,270,176
181,166,157,150,127
132,119,106,116,96
104,95,93,98,87
96,91,89,86,84
92,87,90,76,80
81,82,78,76,74
76,68,63,70,63
73,57,60,61,59
57,58,60,56,59
57,56,56,59,59
54,54,53,57,56
56,60,56,54,56
54,59,52,49,55
50,55,48,49,51
48,50,43,50,43
45,45,36,47,40
44,44,35,42,37
44,45,37,39,34
44,41,44,38,31
36,37,37,39,36
33,31,25,50,29
39,34,24,57,27
41,32,34,55,29
41,31,36,54,28
41,32,41,53,36
45,34,44,52,39
43,36,44,53,39
51,40,53,51,41
58,47,57,51,43
54,52,55,59,45
49,53,45,55,48
47,51,43,32,44
43,45,48,28,53
54,47,46,35,59
52,52,51,42,62
55,53,55,51,67
57,57,59,55,69
62,60,65,56,74
67,63,69,67,76
67,63,70,73,79
63,62,68,70,83
61,58,62,65,68
59,54,60,62,65
56,52,58,61,64
56,50,60,60,62
58,49,61,55,66
63,53,62,52,68
66,54,64,51,68
68,57,62,52,68
69,59,62,52,62
68,60,62,58,62
69,69,60,63,62
76,70,62,65,60
81,75,65,69,61
85,83,70,69,66
89,88,77,89,72
91,90,85,95,81
97,94,91,86,89
107,97,104,85,106
98,91,104,83,113
92,88,104,82,110
92,84,95,89,102
85,81,95,94,105
87,80,99,90,125
94,88,97,87,119
92,84,97,89,133
103,88,108,93,129
112,97,98,93,119
105,103,91,95,109
89,98,93,97,99
74,87,93,102,65
73,79,87,99,21
57,73,81,93,20
40,62,60,88,30
22,47,45,94,26
22,46,38,97,22
18,22,30,89,25
22,17,20,81,24
23,19,19,51,25
25,22,19,33,25
28,24,20,26,28
29,26,20,26,29
29,27,20,28,30
30,27,23,29,30
28,27,23,30,35
30,30,26,30,33
33,29,23,27,29
29,25,25,23,31
32,21,33,29,47
42,27,44,32,59
51,38,52,38,58
56,48,53,57,59
59,54,55,53,65
61,56,59,60,62
64,58,62,60,56
67,62,49,57,47
68,62,56,56,40
64,62,57,53,47
61,63,58,51,51
68,62,55,46,46
66,66,58,51,52
66,65,60,64,57
80,80,65,94,66
105,120,72,105,71
119,124,110,115,102
119,120,139,115,128
115,114,132,113,123
95,89,113,92,99
70,70,93,77,85
75,84,94,70,113
105,112,133,77,142
108,110,122,79,130
114,115,118,108,115
108,112,118,117,115
109,113,112,117,115
112,114,107,129,110
118,120,103,135,110
127,127,112,143,112
135,133,115,156,114
142,148,115,166,119
148,152,127,173,130
150,156,135,176,134
150,158,143,179,137
158,160,149,185,142
159,162,158,190,143
172,168,168,193,158
188,188,180,189,173
193,192,188,192,182
198,186,182,189,180
195,185,180,192,180
175,150,178,173,172
138,128,156,153,148
128,128,138,143,144
130,129,132,137,135
124,120,128,134,132
123,120,122,143,134
128,124,125,153,134
135,137,132,163,143
140,138,138,170,147
148,144,142,178,150
152,150,142,179,153
162,149,145,179,152
175,149,150,185,155
185,166,155,186,156
193,173,163,201,159
192,179,178,207,162
190,185,180,208,162
183,182,178,217,165
176,175,192,222,180
169,163,203,221,199
169,168,207,204,206
166,160,207,192,198
153,148,172,175,170
140,139,139,170,142
135,127,173,159,127
114,113,160,148,132
102,97,117,129,122
90,89,95,109,105
97,95,104,118,107
107,103,158,158,114
112,110,158,173,115
120,120,115,175,119
128,129,124,180,127
127,128,178,178,133
132,132,190,203,147
178,155,190,205,185
189,192,196,219,440
500,500,500,357,500
500,500,500,500,500
500,500,500,500,500
500,500,500,500,500
500,500,500,500,500
500,500,500,500,500
500,500,500,500,500
500,500,500,500,500
500,500,500,500,471
500,500,500,500,413
500,500,382,499,332
387,374,243,429,263
236,223,173,384,202
171,170,144,375,159
156,152,136,347,152
148,143,128,275,141
174,157,108,131,121
135,128,101,118,105
104,102,106,116,104
102,105,109,184,111
111,110,107,176,109
157,152,102,159,105
155,153,103,139,105
148,147,108,131,107
139,140,111,131,111
128,127,110,130,114
118,125,108,132,118
124,120,108,129,116
112,114,115,123,117
